author.properties.friends,author.properties.status_count,author.properties.verified,content.body,location.country,properties.platform,properties.sentiment,location.latitude,location.longitude
2407,8247,False,@Ellen_Kezia Please cheer 4 world's 1st independent #sustainable Dept Store https://t.co/jpJvumovPd & #socent Thx. https://t.co/lzOv9x6lK0,GB,twitter,0,51.51448212166734,-0.09291050000000002
870,8506,False,@RossDocherty1 congrats mate 👍🏼👏🏼,GB,twitter,1,55.90251516220698,-3.6327250000000006
1501,4284,False,That moment when my nans gardener asks for my age and my nan shouts 'way to young for you so back away from my grandchild!'. Too funny! 😂👵,GB,twitter,-1,51.57684347038337,-1.3144875
443,2895,False,@BeithJuniorsFC 😂😂 need to watch it wot a day it was,GB,twitter,-1,55.645426936496825,-4.7979325
633,3390,False,https://t.co/j8rjQ6zEE5,GB,twitter,0,53.651506798063465,-2.6340755
3486,93914,False,"""Some people come into our lives, leave footprints on our hearts, and we are never the same.""",GB,twitter,-1,55.12375402958675,-3.4468685000000003
3703,24967,False,😂😂😂😂😂😂 https://t.co/pYIIaMBpyg,GB,twitter,0,51.853102906308365,-2.2294175
297,4990,False,Volunteering to play chief goat midwife tonight was not a good idea!! First watch done and I'm beat 😴😴😴,GB,twitter,-1,50.94705258471872,-0.4568094999999999
977,30390,False,@jadeeeee lots of love 💞,GB,twitter,1,55.943259273756,-3.2030084999999997
876,8381,False,How is shappi a comedian!! 😡😡😡 #comedygala,GB,twitter,-1,53.7343414406204,-2.669629
305,35606,False,Where do you see yourself in 10 years? https://t.co/Ak8Pocv16x,GB,twitter,-1,51.48651958815168,0.317777
680,3671,False,"@AdventureTimes8 Didn't Reckless defect to UKIP, then lose his seat at GE2015?",GB,twitter,1,53.5532640595455,-0.6594239999999999
635,11801,False,Anyone want to inform this guy about Leicester City or Greece in 04? https://t.co/ApEpuyg6cu,GB,twitter,-1,51.56521809122742,-0.2631405
311,3728,False,"@_abdala122 في الصميم 
جميل جداً 👍 👍",GB,twitter,0,51.428692,-0.0746168
2303,419,False,@GlasgowAlbum whit?,GB,twitter,1,55.85839558130999,-4.2417515
92,4064,False,@kimyukwxn I WOULDNT LET EITHER OF THEM FIST ME,GB,twitter,-1,53.47501224392086,-2.5745119999999995
137,367,False,Lovely day with the children today @SudeleyCastle https://t.co/bxdQo8ZPMj,GB,twitter,0,52.213112768692575,-1.9835230000000001
324,124051,True,Monk in Leeds talks as replacement for Evans. #lufc https://t.co/5UvBgtwo1f https://t.co/sjqva54hPI,GB,twitter,0,53.9486515545321,-1.314941
1186,37666,False,I really do appreciate the lovely people on Twitter who give me the time of day.  Difficult times but so very grateful.  God bless.  Andrew,GB,twitter,1,54.07111124598568,-2.7751315
1471,23548,False,@PeteWishart don't hold your breath Pete. You might end up turning blue.,GB,twitter,-1,55.85839558130999,-4.2417515
722,34715,False,@sevranbeatz you're too fucked bmt,GB,twitter,-1,51.56521809122742,-0.2631405
9,12199,False,"Hot-line, #Bling @Drake",GB,twitter,1,52.41195046288927,-1.5186515
544,4190,False,Euro 96 the greatest of childhood memories!! Such a shame we ain't got a tournament since.,GB,twitter,0,51.58500991494593,0.07886299999999999
513,3311,False,@KimPye1983 I thought so. 😂😂,GG,twitter,-1,49.46033824223239,-2.542239
1882,21824,False,Please tell me the boys brigade thing hasn't gone to Nolan Live. https://t.co/kCCAv2eLSn,GB,twitter,-1,54.59591680133457,-5.928412999999999
1570,2332,False,"If you really want to do something, you find a way, but you will find an excuse.

#LeonardCooperKR
#GYM",GB,twitter,-1,51.39781057661456,-0.252754
92,40916,False,aey fuckeera maan ja 😂,GB,twitter,0,55.85839558130999,-4.2417515
3258,27026,False,"That was the most amazing turnout for Single By Sunday!! Even all the judges loved them ahh!! 
@SingleBySunday",GB,twitter,0,55.85839558130999,-4.2417515
195,10672,False,Knob.,GB,twitter,0,52.626293532909706,-1.13067
118,342,False,"@getreading glad I just moved from Addington Road. Lived in a flat, parking was a NIGHTMARE. No choice but to park on the road, even then...",GB,twitter,-1,51.45255330711058,-0.9820305
645,859,False,Watching only fools and horses in bed feeling tired sleepy time soon,GB,twitter,1,51.57044795545623,0.45713550000000003
18388,220249,False,Next week episode looks so good #TheJail #60DaysIn,GB,twitter,1,55.85839558130999,-4.2417515
907,10775,False,ukamericanidiot @ The King's Theatre https://t.co/u0w2MY2Mb5,GB,twitter,-1,55.8654372,-4.2689931
83,5182,False,"@Mattheprofane @CTMQ @Longyman @JoshHenry23 Which is where i have my biggest problem with flat earth, namely sattelites.",GB,twitter,-1,54.675050861728614,-6.81351
477,298,False,Hmm. Could have done with one of these at work today... #isitfridayyet  https://t.co/symyX1eafg,GB,twitter,-1,51.46179093953856,-0.3506925
252,124996,False,Recording,GB,twitter,-1,51.554035394136,0.127886
686,13162,False,@JakeSimms17 if they had a team we all know id be captain,GB,twitter,-1,53.011045062177196,-3.0493384999999997
105,7164,False,@elf_says @DocWiltshire George you are cruising for a block,GB,twitter,1,51.73990077998931,0.47847899999999993
388,7122,False,@freehugbot_ sound x,GB,twitter,-1,52.53921621015078,-1.3761374999999998
3520,12677,False,Musically Obsessed Baby #MOB-HQ #MOB🌎 #Recordingstudiotime… https://t.co/kLLdMrjWes,GB,twitter,0,51.50711486,-0.12731805
265,2016,False,LOOK AT MY FAVORITE PEOPLE IN THE WORLD 💞💞💞💞 https://t.co/Z5LWTmj9n8,GB,twitter,0,55.85839558130999,-4.2417515
281,11116,False,@endless__blue lamachen,GB,twitter,0,51.546931093541325,-0.10918150000000001
114,18,False,حال حكام الغجر الخليج https://t.co/6qIzCQtcxM,GB,twitter,0,54.9920651180037,-1.6453615
53,4194,False,@Sam_Pimm But probably not very healthy 🚽,GB,twitter,-1,51.75228868262215,-0.4675694999999999
3375,14760,False,"@glynhughes97 Hello, Buzz will sign for all the people who have queued. If he has time after this he will sign extras but very unlikely.",GB,twitter,-1,51.546931093541325,-0.10918150000000001
559,3977,False,#WGW @ItzzBarbieBish #SnowBunnySlut #IvoryQueen #WNW https://t.co/BVk0uStdtW,GB,twitter,0,55.08650489982679,-1.5999609999999995
425,692,False,https://t.co/AzdtgwqDGp,GB,twitter,0,51.717817401287505,-4.055834
414,18708,False,Fascinating reading https://t.co/G88np3CLJP,GB,twitter,0,52.05148874699398,-0.023097
1864,28511,False,I'm not joking I have watched that show at least 15 times. That's the truth,GB,twitter,-1,57.646346244301625,-3.3144404999999995
703,3047,False,@SneakerDealsGB Been waiting for these to be on a deal for weeks 👀🙌🏼,GB,twitter,-1,50.83958338001748,-0.19172299999999998
769,61041,False,Still no sign from amazon so I went and bought another copy! @DarkSignalMovie @Pancheers @JIgnaczewska #wellpeeved https://t.co/RMOuqCjw76,GB,twitter,-1,51.49704302186007,-3.1798
1450,8211,False,Good job mate. Well deserved. #realcider https://t.co/QMEpCz4hOl,GB,twitter,1,51.45790063398809,-2.58539
107,1764,False,enjoyed whipping out the skinnies today likes 🌞 https://t.co/pYtzgr8jXI,GB,twitter,0,55.85839558130999,-4.2417515
709,2650,False,"Anyway I'm going to bed, recording football videos tomorrow and will also have a vlog out, will reply to gfx dm's in the morning, night:)))",GB,twitter,1,52.80280339743897,-0.8380554999999998
569,68910,False,Some of you makes deserve a bitch lick tho,GB,twitter,-1,51.46034516709653,-0.11540599999999997
1052,33372,False,The day that collar bones and thigh gaps became significant was the day my self esteem became none existent,GB,twitter,0,55.02801629516445,-1.458029
4548,19559,False,So sleepy 😣,GB,twitter,-1,51.46857321492137,-0.6315115
166,60950,False,@TheRealCleoGib it's ridiculous isn't it,GB,twitter,-1,54.94889131058395,-1.4448110000000003
277,31419,False,Next Tweet https://t.co/LP5iMc8dwl,GB,twitter,-1,51.59585202771581,-0.3370625
1570,2329,False,"It always seems impossible until it is done.

#LeonardCooperKR
#GYM",GB,twitter,-1,51.39781057661456,-0.252754
729,114309,False,I s2g if I get another person asking me if I'm going to Ocean tonight I will actually punch the wall.,GB,twitter,-1,52.969744440802685,-1.1722659999999996
1126,14921,False,Nope  https://t.co/A66k8WpIWH,GB,twitter,-1,52.626293532909706,-1.13067
2390,11988,False,@lewisboulter Hahahaha. Yep. Perhaps it's a gene pool I should actually be steering clear from hahaha,GB,twitter,-1,52.18990818815062,0.6198340000000001
269,11724,False,@shirley_wheeler Looking gorgeous though!,GB,twitter,1,51.394368557245095,0.026298999999999996
270,3454,False,Mash up .Go follow @kirbyfrost1 fb Kirbys Music https://t.co/KEman110Sx,GB,twitter,0,52.80623228300398,-1.6364945000000004
723,7240,False,@Jack_Maynard23 YES THEN JACK CONGRATS ON 300K WELL DONE,GB,twitter,0,52.676701315525946,-1.125923
1586,13275,False,@Rachhh_xo @icelollyholiday @girlvsglobe thanks Rachel!,GB,twitter,1,51.46034516709653,-0.11540599999999997
459,47046,False,1 for zombies like literally anyone,GB,twitter,-1,52.530541925714566,-2.2038685000000005
762,134,False,Got so many plans for this like next week but having to council them cause I'm so skint🙄,GB,twitter,-1,51.06990660596826,-4.081617499999999
97,4101,False,"@bigloon888 for sure, but will Stuarty Milne get the check book out?",GB,twitter,1,55.79719178372056,-4.865199999999999
503,885,False,I miss this place where people are beautiful & buildings are tall. #ilovenewyork @I_LOVE_NY https://t.co/puluJz3qdg,GB,twitter,0,51.51483911149297,-0.0350195
124,1637,False,Lollllll everyone on Love Island needs to chill really :/,GB,twitter,1,52.49405270288055,-1.8906405
578,348,False,Jo McGonigal | Spatialised Painting (2015) [Detail] | Blanket / White Neon #SiteSpecific #Installation #Neon 🎨 https://t.co/STXLhEvGPT,GB,twitter,0,53.47534904324797,-2.3495664999999994
4976,1564,False,@IrishRed11 I no am livin it everyday I don't no how I do it thanks nigel,GB,twitter,-1,54.52693,-1.55438
100,174,False,@OrkneyBeachcomb Strangest find during Turnstone survey y'day on #Sanday ? Kids toy kitchen unit! Plastic of course. https://t.co/dXKvJ8l6gb,GB,twitter,0,57.786631183916356,-4.200440999999999
3,16993,False,Up for anything Saturday or Sunday morning - #m4m (essex) https://t.co/H48aTUTkhj #Essex,GB,twitter,0,51.71556274,0.49808521
297,32586,False,Now I catch up on all the other tv shows ive missed for the good wife,GB,twitter,-1,53.414623479394955,-2.1556405
160,4669,False,@Soulstorm99 @Asterixadamstel @ArdPad @LalotteDesfois @JilliusWillius I like herons,GB,twitter,-1,51.31293373001153,0.8891865000000001
3,16994,False,Summer fun with sane sexy discreet professional guy - #m4w (Grays) https://t.co/JtR6j8Yyoi #Essex,GB,twitter,0,51.71556274,0.49808521
847,37489,False,@imagni that's just pi's alt,GB,twitter,1,51.23643089192935,-0.5701174999999999
645,27973,False,https://t.co/9P8CpW51XL,GB,twitter,0,52.227131081826634,0.511578
1369,12858,False,Great evening catching up with the team at @NaturalSelection at their store on Monmouth Street. Thanks for the jeans 😜👖 @clientmagazine,GB,twitter,1,51.61191284168327,-0.2108945
171,2592,False,"So this morning I fell flat on my face in my room bc I was putting my jeans on and I put my foot through one of the rips by accident

Aw",GB,twitter,-1,52.05784571405197,-1.339156
396,3009,False,Thank you to @limavadygs for having me last month. Good being back and more money to a good cause! 💖 @helpcavanwalk https://t.co/8xZWRNBFVe,GB,twitter,-1,54.59591680133457,-5.928412999999999
6,628,False,@lori_cowanxo why'd I want to sterilise you anyway the amount we've discussed kids 😂😂😂😂,GB,twitter,-1,56.44606554368488,-2.8828404999999995
2266,28144,False,@LowerThan_Katie the first picture. like fucking hell mate,GB,twitter,-1,51.21602840809597,1.3792345000000001
1095,1931,False,"@chicsquaddee @MyBlondeReality @UKRunChat 5k is a great point, especially with the accessibility of parkruns",GB,twitter,0,50.81887558368253,-1.0669855000000004
508,15004,False,#DailyTrivia.Today #USA 1980 – The #CableNewsNetwork (#CNN) begins broadcasting.,GB,twitter,-1,52.03360633916026,-0.7640635
6199,37229,False,"@Adam_Creme Also,  the pleasures of data are not to be underestimated",GB,twitter,-1,51.54765285291366,-0.060167500000000006
836,19514,False,6 weeks till Thailand 🐘🌴,GB,twitter,0,53.79985711313213,-3.0221290000000005
539,26755,False,@BeckyConway00 @boycmck hmmmmmm,GB,twitter,0,51.853102906308365,-2.2294175
690,636,False,@NancyCa71212219 @justiceforBigAl @customonopoly @truckerfordy63 tickets £1 and have a leap of faith and use bobmacuk@gmail.com with PayPal,GB,twitter,1,53.07120692951682,-0.7921350000000003
1455,14839,False,Proof that @LewisKniight whitens his teeth 😁 https://t.co/ccc5XkuyAu,GB,twitter,-1,51.616495409714645,-3.6528690000000013
317,2031,False,Catch up with baeee 💕👸🏽👸🏽💃🏼✨🙈 @_leanneclayton https://t.co/ApS7xa88sV,GB,twitter,1,55.61185560072989,-4.496779500000001
379,21800,False,@The_MiddleC sosa,GB,twitter,-1,54.94155570577247,-1.5685954999999998
1097,3137,False,@KateBeckinsale @michaelsheen Do you not fancy putting a kit on and having a run out Kate? ⚽😉,GB,twitter,-1,53.45602402261249,-2.3312304999999998
967,104385,False,@KershaPrice so jealous of your figure it's unreal 😻,GB,twitter,-1,53.477292543329696,-1.0016434999999997
203,3300,False,Packing is soo long,GB,twitter,-1,51.37576552480028,-0.4120220000000001
506,44082,False,Tap below to add me on snapchat. https://t.co/udwE7llJqA #Snapchat,GB,twitter,-1,55.02674436272129,-1.62716
1315,4331,False,#TeenChoiceFOX #ChoiceComedian @JordanDoww 💗💗💗💗,GB,twitter,-1,54.17514165621084,-6.344167999999998
671,86169,False,@SURINOMO @ChangeItalia signed already shared & rt'd x,GB,twitter,-1,55.13511300814875,-1.7396194999999999
773,16027,False,I just want a million pounds,GB,twitter,-1,54.32745988776401,-5.705072
990,1770,False,Will be a great read  https://t.co/pZaQydKVr4,GB,twitter,0,53.47534904324797,-2.3495664999999994
1342,3876,False,Just trying out @AdobeSpark @newtonabbothour what do you think? https://t.co/Rb4JZzkafT,GB,twitter,-1,50.391966954517855,-3.519233500000001
499,113,False,@otsmithy debatable,GB,twitter,-1,53.50482601530084,-1.0750484999999999
453,19063,False,@OrMatias Well said you!,GB,twitter,1,50.74229888148258,-1.8526069999999997
622,51864,False,I literally never have anyone to talk to about my problems 🙃🙂🙃,GB,twitter,-1,52.0571262016396,1.1616629999999997
492,13133,False,@__laurenhart 10 bomb 🔥,GB,twitter,0,51.02295143263842,-3.9271189999999994
337,12505,False,Kevin hart is just casually walking in London what why am I not there.,GB,twitter,0,50.82010569218544,-0.49969300000000005
2065,10955,False,These guys and girls! You have known each other like 4 days! Calm down!!!,GB,twitter,1,51.560607684597755,0.21058950000000004
344,19882,False,"Bought a flyaway before and it's already deflated, fucking waste of 89p mate",GB,twitter,-1,53.419914903420405,-2.9154269999999998
1086,24060,False,Been a frantic day and just dropping in to find so many shares and follows. Thanks so much you fabulous folk. Very much appreciated xxx,GB,twitter,1,52.80280339743897,-0.8380554999999998
1661,34513,False,Poor Tom lol @LoveIsland,GB,twitter,0,51.39781057661456,-0.252754
32,1310,False,"Yeah, cos spying on ya staff is really  gonna help. Get off ya fat french arse and go help! I'd be long gone. #hotelinspector",GB,twitter,-1,52.01761111567209,-0.22936800000000004
736,52288,False,Did You know that your man mess around with other girls,GB,twitter,-1,51.73990077998931,0.47847899999999993
630,74596,False,@castigersmufc43 problem is we don't play like that every week 😢 lets hope we can from now on,GB,twitter,-1,53.72958161796917,-1.8900305
1269,1764,False,@LoveIsland talk about having issues.dan has issues. You only just met!!!! Olivia miss great Britain =bunny boiler #love island #issueisland,GB,twitter,-1,51.02295143263842,-3.9271189999999994
1054,2625,False,"@TrueGeordieNUFC me too mate, me too. OH NO WAIT I'LL JUST GO CRY MYSELF TO SLEEP",GB,twitter,-1,51.54244893903978,-0.15940300000000002
363,21410,False,Terry is a bit of a sort 😏 #LoveIsland,GB,twitter,-1,51.81193438704671,0.7454515
379,9900,False,Always second best 🙃,GB,twitter,1,52.657806578835384,0.15622700000000003
2612,1876,False,Dan turns psycho cause a carpenter from stains walks in 🙄 this Nathan guy has has has to win 👍🏻   #LoveIsland,GB,twitter,-1,51.394368557245095,0.026298999999999996
528,3502,False,Just found my year 11 history book and it is insanely beautiful 😍 clearly such a neat freak 😅,GB,twitter,0,50.84781430101049,0.4609985
161,361,False,@PersonInterest @Laura_Kane23 and I vow to never watch the progamme. Carter was bad but this is the last straw. What about shaw 😩,GB,twitter,-1,52.969744440802685,-1.1722659999999996
582,6267,False,@HenryNixon93 lionbridge rolls royce mate x,GB,twitter,1,53.91744938805915,-2.1852850000000004
127,82261,False,"Wind 4 kts NNE. Barometer 1021.54 mb, Rising slowly. Temperature 10.8 °C. Rain today 0.0 mm. Humidity 98%",GB,twitter,1,52.33555556,0.91444444
172,145423,False,"Temp:8.9c hum:80% wind:2.2mph dir:N Pres:1005.3 hPa Rising slowly rain:0.0 uv:0 sol:0 light:0.0 forcast:Fine, possible showers",GB,twitter,0,53.64833333,-1.82166667
730,10462,False,@northnottsram @ramsfanryan @ShaneMalpass no...maybe it was some poor sod that looks like me 😂😂😂,GB,twitter,-1,52.91556110309076,-1.4707784999999998
159,404,False,My head is fucking fried right now 😪😪,GB,twitter,-1,54.8629493357831,-5.8251954999999995
617,21193,False,Defo the hottest boy there @scottyspecial 😻😘 #Loveisland,GB,twitter,0,54.970411,-1.666429
286,963,False,"Scanning film with a DSLR.
#35mm #dslr #photography #imac #film #ishootfilm #ipnone6… https://t.co/jJ4kUsHF3B",GB,twitter,0,52.77102,0.187415
1208,29478,False,"Don't jump, Luke! I'm sure @bisping will go easy on you! https://t.co/mGMiTCNF65",GB,twitter,0,55.85839558130999,-4.2417515
2484,4408,False,"@KockyKabby @michael20corson I've got a few cockney, who would pick a England tournament victory over their own team!!!🙈🙈",GB,twitter,-1,53.419914903420405,-2.9154269999999998
449,3027,False,://,GB,twitter,0,55.02801629516445,-1.458029
275,231,False,Heart breaking moment when you wake up in the morning n forgot to put your phone in charge,GB,twitter,-1,57.786631183916356,-4.200440999999999
126,2324,False,@Jamiejcnews @footbalIfights I'd of had after the first shimmy,GB,twitter,-1,53.47534904324797,-2.3495664999999994
5465,19741,False,Our quote for the day  #quote #Inspiration https://t.co/S1IzXdjh7e,GB,twitter,0,52.227131081826634,0.511578
154,40436,False,leonardo dicaprio in titanic is so fucking hot i want him to tie me up and fuck me sideways,GB,twitter,0,51.54765285291366,-0.060167500000000006
492,26599,False,May the 1st of June be with you,GB,twitter,1,57.786631183916356,-4.200440999999999
1141,16806,False,@cupcakeyou oh don't do it to yourself!!,GB,twitter,1,51.44054535039476,-0.3069960000000001
1835,341364,False,"Indeed, @guardian R being true to form. Todays #toryelectionfraud reports? Not a sausage! The judge does not agree. https://t.co/gx3IUrKNuj",GB,twitter,0,52.49405270288055,-1.8906405
811,12941,False,I always saw you for what you could've been,GB,twitter,-1,51.40491326863137,-1.2548425000000003
3519,14200,False,@Yinka_Jermain You are welcome :),GB,twitter,1,51.50009845259365,-0.148936
895,5880,False,Someone ring me & talk to me about nothing in particular. I miss those days #somethingmissing,GB,twitter,-1,53.14868913006961,-1.1863639999999998
383,12109,False,At #DigitalHustlersHub with @TeriyKeys #London https://t.co/zwWOS7CrOR,GB,twitter,0,51.546931093541325,-0.10918150000000001
645,3775,False,@LizziemLloyd this is us https://t.co/QoCmA45CvN,GB,twitter,-1,51.39781057661456,-0.252754
1901,12356,False,"Missing Christian Grey? Then meet Ark Morgan. #FiftyShades of Roxie Brown. A LOL spoof
https://t.co/hzRwqXaXPQ … …  https://t.co/zm0CoSgA6m",GB,twitter,0,52.530541925714566,-2.2038685000000005
1482,30137,False,@MissJemXxx Dirty Terminator. I'll be back,GB,twitter,0,53.54844035616542,-2.202075
2416,65358,False,@DuayneBoa 😱😱😱 about time lol it's bloody brilliant Season 2 was my favourite,GB,twitter,0,54.54242950391275,-3.579466499999999
3461,3639,False,"@LifeZette Hi there, I work for BBC radio. I'm trying to get in touch with Lawrence Meyers. Can you help at all?",GB,twitter,-1,52.530541925714566,-2.2038685000000005
4555,18183,False,@thegeufron @viallia6 @GlamCricket @TheCricketerMag @CricketWales devil's advocate: North + south is all of Wales. Just as East + West is...,GB,twitter,1,51.49704302186007,-3.1798
670,919,False,@JDFootball so why £42 for a 2 year old football top????,GB,twitter,-1,54.59591680133457,-5.928412999999999
1268,28105,False,@tomhfh as have I. You must've just met a bad bunch,GB,twitter,-1,53.802038177843606,-1.5654900000000003
418,909,False,@booboo_gabiana syempre! PRESENTTTT! 😍,GB,twitter,0,51.45412060423482,-0.017990000000000003
371,26900,False,I was a hoe and I admitting it 💃🏾 https://t.co/FBGe5WA6WB,GB,twitter,-1,52.49405270288055,-1.8906405
239,6462,False,Hella cray  https://t.co/VGvqnUEVQC,GB,twitter,-1,50.74229888148258,-1.8526069999999997
2028,7719,False,Brandy getting quality cuddles from her my dad today. #Colddog… https://t.co/zQi4JVENlh,GB,twitter,0,53.74042,-0.2126
4929,124569,False,"@JeanneBartram @GraceMurphy2 Don't forget, that includes a number of people who complain about immigration into UK.",GB,twitter,-1,53.79458633114398,-1.2491269999999999
2911,9862,False,@xBrunnoFGx That is why I am not big on multiplayer games :) I help when I do play and apparently help too much and get booted out for it x,GB,twitter,-1,51.02295143263842,-3.9271189999999994
102,14198,False,I'm tryna never go broke,GB,twitter,-1,51.50009845259365,-0.148936
818,27891,False,#NowPlaying on @RadarRadioLDN Sir Spyro - Side by Side [@YGG_ REMIX],GB,twitter,0,51.46034516709653,-0.11540599999999997
268,1158,False,Another day of catering for a lovely wedding in #devon.  This time a picnic with vintage picnic baskets for an intimate part of 6. #vintage,GB,twitter,0,51.39781057661456,-0.252754
1265,35881,False,@Karuna_Soul @AwakenSovereign @DidActDude @KaiHolloway @bunner44 https://t.co/Qr2c9wWJpM,GB,twitter,0,51.490020924854,-0.08816100000000003
523,14344,False,"Roses are red, 
Help, I've been cut. 
You know what will help? 
A sweet glass of nut",GB,twitter,0,51.36215995446763,1.1290525
2457,40741,False,few close friends  https://t.co/YqiqQO5YJv,GB,twitter,-1,51.63335610131152,-2.6772815
2113,17632,False,@jakerousell_ keen,GB,twitter,0,52.290781127298246,-2.1150725
1948,2435,False,@wes_foderingham I am your no1 fan could I get a retweet meet u at the marry park dream day best day of my life 😃,GB,twitter,1,55.977181887158565,-4.0520369999999994
159,3625,False,Sorry but what would a girl without pesto pasta late at night hungry n in search of tea? Cry? Starve? Wither away?,GB,twitter,-1,53.91837488735421,-1.0988509999999998
456,1400,False,Tier is relevant,GB,twitter,0,52.530541925714566,-2.2038685000000005
1238,22078,False,"Being bored, not tired, single and awake at a time nobody else is up is a bad combination",GB,twitter,-1,51.88450818389225,-2.1855095
1589,9998,False,It's not rape if you vape,GB,twitter,-1,54.5697379277102,-1.322
277,31460,False,@ThyJakk m8 u will get hella views with that thumbnail,GB,twitter,-1,51.59585202771581,-0.3370625
359,35392,False,What a brilliant night ❤️,GB,twitter,1,53.44721721577191,-2.7298299999999998
371,92954,False,When their last seen on what's app and Instagram activity don't add up to the time it takes them to reply 😡,GB,twitter,-1,52.596279428808245,-1.999259
2457,40748,False,a better person  https://t.co/SOkhWQRaKu,GB,twitter,0,51.63335610131152,-2.6772815
1095,2768,False,@sam64wilson God tiller https://t.co/lGs5dw3OHJ,GB,twitter,0,54.37753397020612,-2.8225689999999997
4257,130050,False,@ScarlettPRLoves @iMantaraLondon @ThaiSquareSpa i love drinking jasmine tea and lighting jasmine candles so this is just up my street,GB,twitter,1,55.13511300814875,-1.7396194999999999
195,2708,False,@SoccerSix #SoccerSixNashGrier I would acc cry so much if I got it ⚽️🙏🏼🙏🏼🙋🏼🙋🏼🙋🏼🙋🏼🙋🏼😰😰😰❤️⚽️❤️❤️⚽️⚽️⚽️,GB,twitter,-1,51.394368557245095,0.026298999999999996
96,9368,False,@Zemph I've hit 2 quad heads and a 5on and 20 plus quad feeds etc it's mad,GB,twitter,-1,51.14780056865431,0.327605
250,13275,False,Why are you so obsessed with me 😩😩,GB,twitter,-1,52.039182110055926,-2.4280390000000005
516,27493,False,@Jonnyy___ Would prefer someone that runs it normally.,GB,twitter,-1,55.85839558130999,-4.2417515
1966,6038,False,🙊🙈,GB,twitter,0,50.88229482721381,-1.0286495
1070,4835,False,@ManCityArmy1894 agreed. Loved him in that. See him in Wolfhall?,GB,twitter,1,53.714276199909236,-2.241185
2153,15301,False,I'm going to try and watch The Pit and the Pendulum.,GB,twitter,1,51.51448212166734,-0.09291050000000002
1082,48106,False,What do u call a cow with a twitch,GB,twitter,-1,53.84119157314604,-3.032089000000001
2008,15276,False,I can't eat cheese balls without having like 4 of them in my hand,GB,twitter,1,53.802038177843606,-1.5654900000000003
264,3697,False,Want my birthday to hurry😝🙄,GB,twitter,1,52.65552136029736,-0.4871304999999999
321,687,False,em.o.gram and abigailkenyon checking out the minute details in @lauramcallaghan 's work 👌🏻🤓 @ KK… https://t.co/DNHjZpXh9p,GB,twitter,-1,51.5271785,-0.0805213
283,2469,False,"Now the drugs don't work, they just make you worse, but I know I'll see your face again",GB,twitter,-1,53.49745810140566,-1.2855619999999999
154,43533,False,loool I'm so annoying on sc,GB,twitter,-1,51.39781057661456,-0.252754
2042,103339,False,@iamhamesh Thumb wars are for imperialists.,GB,twitter,-1,51.644318675742966,-3.9457349999999987
1406,6156,False,Working for social services why did I ever do this! Dealing with cunts daily 😩,GB,twitter,-1,51.335364510199334,1.3123455000000002
81,122487,False,This happens every time I talk about you:),GB,twitter,-1,53.419914903420405,-2.9154269999999998
553,29322,False,😄شعليكم ياموظفين اوريدوو صيتكم عالي بس مايدرون بالمستخبي مقيولة الصيت ولا الغنى !  https://t.co/WOF2UTQ5il,GB,twitter,0,53.84119157314604,-3.032089000000001
190,29757,False,NO MORE WORK. I AM FREE. HOLIDAY TIME IS HERE,GB,twitter,1,50.921354828148374,-1.3964669999999997
2457,40740,False,not a clue ahaha https://t.co/Y0rjjFokC0,GB,twitter,-1,51.63335610131152,-2.6772815
224,10573,False,Ive had my new phone for 9 days and I've already fucked it,GB,twitter,1,55.94741091501819,-4.568294999999999
183,5874,False,@Paul_Hates_U depends which girl it is 😂,GB,twitter,-1,51.468410299162315,0.08932450000000001
1587,20315,False,I'm not a selfie man,GB,twitter,-1,51.27676464045431,1.0901355000000001
2262,53814,False,Deep thoughts for T https://t.co/zkDetKGDEM,GB,twitter,1,51.45790063398809,-2.58539
2983,16846,False,@The_Tardis_Toms @MariaPulk @Mr_Pie @3coolkatz @MrMoustacheCat @RosieRoseLA @SquirtTheCat So pretty isn't it?Hopefully have some this yr.,GB,twitter,-1,53.802038177843606,-1.5654900000000003
1599,15170,False,In @TheWellingtonDF on 95p T-bar 🍺 https://t.co/OqPGMV7PKF,GB,twitter,-1,54.120762320899516,-3.2125335000000006
1664,148677,False,@hometownoffic lads think you's should do fanfests xxxx@,GB,twitter,-1,52.44725408864302,-1.7874955000000006
1991,3068,False,"The Joint Committee of the European Supervisory Authorities (EBA, EIOPA, ESMA ESAs) launched its dedicated website https://t.co/M7cng03zqQ",GB,twitter,0,51.50009845259365,-0.148936
432,33516,False,someone asked me what my hobbies were and I realised I have none 😕,GB,twitter,-1,51.54765285291366,-0.060167500000000006
407,19450,False,just sobbing because I don't want to put off uni for another year but then don't want to settle for a course that I'm not passionate about,GB,twitter,0,53.65511012384002,-2.1735065
317,12711,False,@Leahmorganxx sup wi you,GB,twitter,1,53.42500746506978,-1.2084370000000002
509,7417,False,"@emilyevans11 is sending me under u know , pisssssssss ed😩",GB,twitter,-1,53.414623479394955,-2.1556405
2457,40743,False,nope.  https://t.co/PgIbllYCLG,GB,twitter,0,51.63335610131152,-2.6772815
269,105518,False,https://t.co/qAQ0UoZAzu,GB,twitter,0,52.02872122990461,-3.2106980000000007
0,1702439,False,"Bang My Head by David Guetta Featuring Sia And Fetty Wap is #nowplaying in Anchor Inn, Loughborough.",GB,twitter,0,52.79187792,-1.25361395
